playerID,nameGiven
ariasru01,Rodolfo
arihako01,Kohei
arletbu01,Russell Loris
arlicdo01,Donald Louis
arlinst01,Stephen Ralph
armasma01,Marcos Rafael
armasto01,Antonio Rafael
armasto02,Antonio Jose
armbrch01,Charles Anthony
armbred01,Edison Rosanda
armbrha01,Harry Gregory
armbror01,Orville Martin
armenro01,Rogelio
armoubi99,William Reginald
armstbo01,Robert Livingston
armstge01,Noble George
armstho01,Howard Elmer
armstja01,Jack William
armstmi01,Michael Dennis
armstsh01,Shawn Michael
arndtha01,Harry John
arndtla01,Larry Wayne
arnolbi01,Willis S.
arnolch01,Christopher Paul
arnolja01,James Lee
arnolsc01,Scott Gentry
arnolto01,Tony Dale
arnovmo01,Morris
arnsbbr01,Bradley James
arntzor01,Orie Edgar
arochre01,Rene
arojo01,Jonathan Arturo
arozara01,Randy
arraelu01,Luis Sangel
arredjo01,Jose Juan
arrieja01,Jacob Joseph
arrigge01,Gerald William
arrojro01,Luis Rolando
arroybr01,Bronson Anthony
arroych01,Christian Israel
arroyfe01,Fernando
arroylu01,Luis Enrique
arroyru01,Rudolph
arrueer01,Barbaro Erisbel
arteahu01,Humberto Jose
arundha01,Harry
arundtu01,John Thomas
asadora01,Randall Carl
asbelji01,James Marion
asbjoca01,Robert Anthony
ascanjo01,Jose Eleazar
ascheco01,Cody James
asencmi01,Miguel
ashburi01,Don Richard
ashbyaa01,Aaron Phillip
ashbyal01,Alan Dean
ashbyan01,Andrew Jason
ashcrgr01,Douglas Graham
asheral01,Alec Edward
ashfotu01,Thomas Steven
ashke01,Kenneth Lowther
ashlebi01,Billy Manual
ashlene01,Nevin Robert
asmusto01,Thomas William
asprobo01,Robert Thomas
asproke01,Kenneth Joseph
assadja01,Javier Eduardo
asselbr01,Brian Hanly
assenpa01,Paul Andre
astacez01,Ezequiel F.
astacpe01,Pedro Julio
astinba01,Barrett
astrojo01,Joseph Henry
astudwi01,Willians Jose
asuajca01,Carlos Alberto
atchisc01,Scott Barham
atchlju01,Justin Scott
atherch01,Charles Morgan Herbert
atherke01,Keith Rowe
atilalu01,Luis A.
atkinal01,Albert Wright
atkinbi01,William Cecil Glenn
atkined01,Edward
atkinga01,Garrett Bernard
atkinja01,James Curtis
atkinle01,Hubert Burley
atkinmi01,Mitchell Shane
atkinto01,Francis Montgomery
attredi01,Richard Gilbert
atwelto01,Maurice Dailey
atwoobi01,William Franklin
atzja01,Jacob Henry
aubreha01,Harry Herbert
aubremi01,Robert Michael
aucoide01,Derek Alfred
auderi01,Richard Thomas
auerbri01,Frederick Steven
augenbr01,Bryan Christopher
augusda01,David Ralph
augusdo01,Donald Glenn
augusje01,Gerald Lee
aukerel01,Elden LeRoy
auldsle01,Leycester Doyle
aultdo01,Douglas Reagan
aumonph01,Phillippe
aurilri01,Richard Santo
ausanjo01,Joseph John
ausmubr01,Bradley David
austde01,Dennis Kay
austihe01,Henry C.
austije01,Jeffrey Wellington
austiji01,James Philip
austiji02,James Parker
austiri01,Rick Gerald
austity01,Christopher Tyler
autryal01,Albert
autrych01,William Askew
autrych02,Martin Gordon
aveliab01,Abiatal
avenbr01,David Bruce
averiea01,Howard Earl
averiea02,Earl Douglas
averyst01,Steven Thomas
averyxa01,Xavier Tyrone
avilaal01,Alexander Thomas
avilabo01,Roberto Francisco
avilalu01,Luis Armando
avilape01,Pedro Manuel
avilemi01,Michael Anthony
avilera01,Ramon Antonio
avreaja01,James Epherium
axelrdy01,Dylan Davis Haines
axforjo01,John Berton
ayalabe01,Benigno
ayalabo01,Robert Joseph
ayalalu01,Luis Ignacio
aybarer01,Erick Johan
aybarma01,Manuel Antonio
aybarwi01,Willy Del Jesus
aydelja01,Jacob Stuart
ayersbi01,William Oscar
ayersdo01,Yancey Wyatt
aylwadi01,Richard John
ayraubo01,Robert Cunningham
ayraujo01,Joseph Allen
azcuejo01,Jose Joaquin
azocajo01,Jose Enrique
azocaos01,Oscar Gregorio
babbch01,Charles Amos
babcobo01,Robert Ernest
babelo01,Loren Rolland
babicjo01,John Charles
babinch01,Charles Percy
babitsh01,Mack Neal
backebr01,Brandon Allen
backmle01,Lester John
backmwa01,Walter Wayne
baconed01,Edgar Suter
bacsimi01,Michael James
bacsimi02,Michael Joseph
bacusda01,Dakota John
baczefr01,Frederic John
baddoak01,Akil Neomon
badenbu01,Burke Heinrich
baderar01,Arthur Herman
baderha01,Harrison Joseph
baderlo01,Lore Verne
badgrre01,Morris Hiram
baeched01,Edward Joseph
baeji01,Ji Hwan
baekch01,Cha-Seung
baergca01,Carlos Obed
baezbe01,Benito
baezda01,Danys G.
baezja01,Ednel Javier
baezjo01,Jose Antonio
baezke01,Kevin Richard
baezmi01,Michel
baezpe01,Pedro Alberys
baezsa01,Sandy
bagbyji01,James Charles Jacob
bagbyji02,James Charles Jacob
bagwebi01,William Mallory
bagweje01,Jeffrey Robert
bahnsst01,Stanley Raymond
bahred01,Edson Garfield
bahrefr01,Franklin F.
baichgr01,Grover Cleveland
bailean01,Andrew Scott
bailebi01,William F.
bailebi02,Harry Lewis
bailebo01,Robert Sherwood
bailebr01,Brandon David Keith
baileco01,Philip Cory
baileed01,Lonas Edgar
bailefr01,Frederick Middleton
bailege01,Arthur Eugene
baileha01,Harvey Francis
baileho01,Howard Lee
baileho02,David Dewitt
baileje01,Jeffrey Todd
baileji01,James Hopkins
baileki01,Linwood Clifton
bailema01,John Mark
bailero01,Charles Roger
bailesc01,Scott Alan
bailest01,Steven John
bailesw01,Abraham Lincoln
bailobo01,Robert Michael
baineha01,Harold Douglas
bainlo01,Herbert Loren
bairdal01,Albert Wells
bairdbo01,Robert Allen
bairddo01,Howard Douglas
bairdo01,Charles Douglas
baislje01,Jeffrey Scot
bajenje01,Jeffrey Michael
bakelje01,Edward Enoch
bakenda01,David Lee
bakeral01,Albert Jones
bakerbi01,William Presley
bakerbo01,Charles
bakerbr01,Bryan Scott
bakerch01,Charles Arthur
bakerch02,Charles Joseph
bakerda01,David Glenn
bakerde01,Delmer David
bakerdo01,Douglas Lee
bakerdu01,Johnnie B.
bakerer01,Earnest Gould
bakerfl01,Floyd Wilton
bakerfr01,John Franklin
bakerfr02,Frank
bakerfr03,Frank Watts
bakerge01,George F.
bakerge02,Eugene Walter
bakerho01,Howard Francis
bakerja01,Jack Edward
bakerje01,Jesse Ormond
bakerje02,Jesse
bakerje03,Jeffrey Glen
bakerjo01,John David
bakerki01,Kirtley
bakerne01,Neal Vernon
bakerno01,Norman Leslie
bakerph01,Philip
bakersc01,Scott
bakersc02,Timothy Scott
bakerst01,Steven Byrne
bakerto01,Thomas Calvin
bakerto02,Thomas Henry
bakertr01,Trace Lee
bakopa01,Gabor Paul
balasmi01,Mitchell Francis
balazjo01,John Lawrence
balbost01,Stephen Charles
balcebo01,Robert Rudolph
baldero01,Rocco Dan
baldoal01,Alberto Louis
baldsja01,Jack Edward
baldwbi01,Robert Harvey
baldwda01,David George
baldwfr01,Frank DeWitt
baldwha01,Howard Edward
baldwhe01,Henry Clay
baldwja01,James
baldwje01,Jeffrey Allen
baldwki01,Clarence Geoghan
baldwla01,Charles B.
baldwma01,Marcus Elmore
baldwof01,Orson Frederick
baldwre01,Reginald Conrad
baldwri01,Rickey Alan
balejo01,John Robert
balenmi01,Michael Richard
balenwl01,Wladimir Ramon
balesco01,Collin Thomas
balesle01,Wesley Owen
balfogr01,Grant Robert
ballaje01,Jeffrey Scott
ballar01,Arthur
balleja01,Jay Scott
ballepe01,Pelham Ashby
ballima01,Mark Alan
ballje01,Jeffery D.
ballji01,James Chandler
ballne01,Cornelius
ballowi01,Noble Winfred
balsato01,Anthony Fred
bambege01,George Irvin
bambeha01,Harold Earl
banckst01,John V.
bancrda01,David James
bancrfr99,Frank Carter
bandaan01,Frank Anthony
bandoch01,Christopher Michael
bandosa01,Salvatore Leonard
bandyje01,Jett Adam
baneed01,Edward Norman
baneydi01,Richard Lee
banisje01,Jeffery Todd
bankhda01,Daniel Robert
bankhsc01,Michael Scott
banksbi01,William John
banksbr01,Brian Glen
bankser01,Ernest
banksev01,Wilborn Everett
banksge01,George Edward
banksjo01,Joshua Charles
banksta01,Tanner Pierce
bankswe01,Wesley Wade
bankswi01,Willie Anthony
bannial01,Alan
bannibr01,Brian Patrick
bannifl01,Floyd Franklin
banniji01,James M.
bannoji01,James Henry
bannory01,Rylan Thomas
bannoto01,Thomas Edward
bantaja01,Jackie Kay
bantzbr01,Brandon
banuema01,Manuel
baptitr01,Travis Steven
baragca01,Caleb
barajro01,Rodrigo Richard
barbajo01,John Edward
barbare01,Donald Odell
barbawa01,Walter Lawrence
barbebr01,Bret Edward
barbebr02,Brian Scott
barbech01,Charles D.
barbeda01,David Monroe
barbefr01,Frank Frederick
barbeja01,William Joseph
barbest01,Stephen David
barbest02,Steven Lee
barbetu01,Tyrus Turner
barbiji01,James Patrick
barcelo01,Lorenzo Antonio
barclcu01,Curtis Cordell
barclge01,George Oliver
bardda01,Daniel Paul
bardebr01,Brian David
bardjo01,Joshua David
bardlu01,Luke Francis
barera01,Raymond Douglas
barfije01,Jesse Lee
barfijo01,John David
barfijo02,Joshua LaRoy
barfocl01,Clyde Raymond
bargagr01,Greg Robert
bargecy01,Eros Bolivar
barkbr01,Brian Stuart
barkeal01,Alfred L.
barkean01,Andrew Jon
barkegl01,Glen F.
barkeke01,Kevin Stewart
barkele01,Leonard Harold
barkelu01,Luke William
barkera01,Raymond Herrell
barkeri01,Richard Frank
barkese01,Sean Reed
barklbr01,Brian Edward
barklje01,Jeffrey Carver
barklre01,John Duncan
barklsa01,Samuel W.
barlial99,Albert Joseph
barlojo01,Joseph Israel
barlomi01,Michael Roswell
barlosc01,Scott Alen
barloto01,Thomas H.
barmebr01,Bruce Raymond
barmecl01,Clint Harold
barnaba01,Herbert Paul
barnach01,Charles Edward
barneau01,Austin Scott
barnebi01,William Horace
barnebo01,Robert Avery
barnebr01,Brian Keith
barnebr02,Brandon Michael
barnech01,Charles Segars
barneda01,Darwin James Kunane
barneda02,Daniel Jonathan
barneed01,Edmund J.
barneep01,Everett Duane
barnefr01,Frank Samuel
barnefr02,Frank
barneho01,John Francis
barneja01,Jacob Andrew
barneje01,Jesse Lawrence
barnejo01,John Delbert
barneju01,Junie Shoaf
barnela01,Larry Richard
barnelu01,Luther Owens
barnema01,Matthew David
barnere01,Emile Deering
barnere02,Rex Edward
barneri01,Richard Monroe
barnero01,Charles Roscoe
barnesa01,Samuel Thomas
barnesc01,Scott Michael
barnesk01,William Henry
barneto01,Anthony Lee
barnevi01,Virgil Jennings
barnhcl01,Clyde Lee
barnhed01,Edgar Vernon
barnhle01,Leslie Earl
barnhtu01,Tucker Jackson
barnhvi01,Victor Dee
barnibi01,William Harrison
barnige01,George Bernard
barnoed01,Edward Anthony
barnwch01,Christopher Edward
barojsa01,Salome
baronda01,Daniel Edward
barondi01,Richard Anthony
baronst01,Steven Phillip
barracu01,Facundo Anthony
barrage01,German
barraky01,Kyle David
barrbo01,Robert McClelland
barrbo02,Robert Alexander
barre01,John
barreaa01,Aaron James
barrebi01,William
barrebi02,William Joseph
barrebo01,Robert Schley
barredi01,Tracy Souter
barrefr01,Francis Joseph
barrefr02,Franklin Jose
barreja01,Jake Dalton
barreji01,James Erigena
barrejo01,John Joseph
barrelu01,Luis Rafael
barrema01,Martin F.
barrema02,Martin Glenn
barrema03,Manuel Antonio
barremi01,Michael Patrick
barrere01,Charles Henry
barreti01,Timothy Wayne
barreto01,Thomas Loren
barretr01,Felipe Jesus
barrifr01,Francisco Javier
barrija01,Jaime Jonathan
barrijo01,Jose Manuel
barrima01,Manuel Antonio
barriyh01,Yhonathan
barrji01,James Leland
barrocu01,Roland
barroed99,Edward Grant
barrofr01,Franklin Lee
barrofr02,Frank John
barrore01,David Irenus
barroto01,Anthony Dirk
barrsc01,Hyder Edward
barrst01,Steven Charles
barryed01,Edward
barryha01,Hardin
barryja01,John Joseph
barryje01,Jeffrey Finas
barryke01,Kevin Thomas
barryri01,Richard Donovan
barrysh01,John C.
barryto01,Thomas Arthur
bartedi01,Richard William
barteki01,Kimera Anotchi
barthbo01,Robert Edward
barthji01,James Richard
barthjo01,John Francis
barthle01,Lester Justin
bartito01,Anthony Joseph
bartjo01,Joseph Andrew
bartlbi01,William Jackson
bartlbo01,Boyd Owen
bartlir01,Henry Irving
bartlja01,Jason Alan
bartobo01,Robert Wilbur
bartobr01,Brian Deon
bartocl01,Clifford Paul
bartoda01,David Robert
bartoda02,Daric William
bartoha01,Harry Lamb
bartosh01,Shawn Edward
bartovi01,Vincent David
bartsch01,Charles Franklin
barziph01,Philip Joseph
basablu01,Luis Alexander
basakch01,Christopher Joseph
basgamo01,Romanus
bashaal01,Albert C.
bashlty01,Tyler Morris
bashowa01,Walter Franklin
basined01,Edwin Frank
baskeji01,James Blaine
bassan01,Anthony Edward
bassbr01,Brian Michael
bassdi01,Richard William
bassdo01,William Capers
bassech01,Charles Edwin
bassich01,Christopher Michael
bassjo01,John Elias
basske01,Kevin Charles
bassljo01,John Landis
bassno01,Norman Delaney
bassra01,Randy William
bastaan01,Antonio Francisco
bastich01,Charles A.
batchem01,Emil
batchjo01,Joseph Edward
batchri01,Richard Anthony
batemjo01,John Alvin
batesaa01,Aaron
batesbi01,William Derrick
batesbu01,Hubert Edgar
batesch01,Charles William
batesde01,Delbert Oakley
batesdi01,Charles Richard
batesfr01,Creed Napoleon
batesja01,Jason Charles
batesjo01,John William
batesjo02,John William
batesra01,Raymond
bathebi01,William David
batiske01,Kevin Wade
batiski01,Kimothy Emil
batismi01,Miguel Jerez
batisra01,Rafael
batisto01,Leocadio Francisco
batscbi01,William McKinley
battala01,Lawrence
batteea01,Earl Jesse
battege01,George Burnett
battema01,Matthew Albert
battijo01,Joseph V.
battlal01,Allen Zelmo
battlho01,Howard Dion
battlji01,James Milton
battoch01,Christopher Sean
battsma01,Matthew Daniel
batybr01,Brett Austin
baueral01,Albert
bauerha01,Henry Albert
bauerja01,Jakob Christopher
bauerlo01,Louis Walter
bauerri01,Richard Edward
bauerru01,Russell Lee
bauertr01,Trevor Andrew
baughju01,Justin Reis
baumabu01,George Charles
baumafr01,Frank Matt
baumami01,Michael Thomas
baumapa01,Charles John
baumeji01,James Sloan
baumgge01,George Washington
baumgha01,Harry Edward
baumgjo01,John Edward
baumgro01,Ross
baumgst01,Stanwood Fulton
baumhfr01,Frank Conrad
bausege01,George W.
bautaed01,Eduardo
bautida01,Daniel
bautide01,Denny M.
bautife01,Felix Alexander
bautige01,Gerson
bautijo01,Jose Joaquin
bautijo02,Jose Antonio
bautira01,Rafael Darwing
baxesji01,Dimitrios Speros
baxesmi01,Michael
baxtemi01,Michael Joseph
baxtemo01,John Morris
bayha01,Harry Elbert
bayja01,Jason Raymond
bayledi01,Harry Owen
