playerID,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity
cookedu01,1987,11,21,USA,NC,Raleigh
cookefr01,1923,1,22,USA,OH,Gallipolis
cookest01,NA,NA,NA,NA,NA,NA
cookgl01,NA,NA,NA,NA,NA,NA
cookji01,1949,6,16,USA,MO,St. Louis
cookmi01,NA,NA,NA,NA,NA,NA
cookpa01,1905,5,25,USA,NY,Rochester
cookro01,1975,8,11,USA,OH,Toledo
cookro02,NA,NA,NA,NA,NA,NA
cookry01,NA,NA,NA,NA,NA,NA
cooksbr01,NA,NA,NA,NA,NA,NA
coolbmi01,2007,7,22,USA,AR,North Little Rock
coolbsc01,NA,NA,NA,NA,NA,NA
cooledu01,1937,8,9,USA,TX,Dallas
coombbo01,1991,10,21,USA,ME,Ogunquit
coombce01,1975,11,25,USA,TX,Fort Worth
coombda01,NA,NA,NA,NA,NA,NA
coombja01,1957,4,15,USA,TX,Palestine
coomero01,NA,NA,NA,NA,NA,NA
coonebi01,1928,11,6,USA,MA,Roxbury
coonebo01,1976,5,4,USA,NY,Glens Falls
cooneji01,1903,7,1,USA,RI,Cranston
cooneji02,1991,8,7,USA,RI,Warwick
coonejo01,1986,7,8,USA,FL,Sarasota
cooneph01,1957,10,6,USA,NY,New York
cooneti01,NA,NA,NA,NA,NA,NA
coonrsa01,NA,NA,NA,NA,NA,NA
coonwi01,1915,8,30,USA,NJ,Burlington
coopean99,1941,6,3,USA,TX,Waco
coopebr01,NA,NA,NA,NA,NA,NA
coopeca01,1994,7,4,USA,SC,Clinton
coopece01,NA,NA,NA,NA,NA,NA
coopecl01,1974,1,21,USA,TX,Plainview
coopeda01,NA,NA,NA,NA,NA,NA
coopedo01,NA,NA,NA,NA,NA,NA
coopega01,NA,NA,NA,NA,NA,NA
coopega02,NA,NA,NA,NA,NA,NA
coopega03,NA,NA,NA,NA,NA,NA
coopegu01,1951,8,2,USA,CA,Los Angeles
coopemo01,1958,11,17,USA,AR,Little Rock
coopepa01,1993,3,15,USA,NC,Charlotte
coopesc01,NA,NA,NA,NA,NA,NA
coopewa01,1991,4,11,USA,AZ,Scottsdale
coopewi01,1973,8,7,USA,CA,Encino
copelma01,1982,11,29,USA,CA,Indio
copelsc01,NA,NA,NA,NA,NA,NA
coppiro01,NA,NA,NA,NA,NA,NA
coppohe01,1990,7,10,USA,MA,Norfolk
coquitr01,NA,NA,NA,NA,NA,NA
coraal01,NA,NA,NA,NA,NA,NA
corajo01,NA,NA,NA,NA,NA,NA
corbedo01,NA,NA,NA,NA,NA,NA
corbege01,2009,1,28,USA,MD,Salisbury
corbejo01,1945,5,2,USA,CA,San Francisco
corbesh01,NA,NA,NA,NA,NA,NA
corbiar01,NA,NA,NA,NA,NA,NA
corbicl01,1978,5,1,USA,OH,Cincinnati
corbipa01,NA,NA,NA,NA,NA,NA
corbira01,NA,NA,NA,NA,NA,NA
corcida01,NA,NA,NA,NA,NA,NA
corcoar01,1958,7,27,USA,MA,Chelsea
corcoja01,1935,12,28,USA,NJ,Jersey City
corcojo01,1901,11,2,USA,OH,Cincinnati
corcola01,1891,10,14,USA,NJ,Newark
corcomi01,1927,10,11,USA,NY,East Setauket
corcomi02,1950,12,9,USA,NY,Buffalo
corcoro01,NA,NA,NA,NA,NA,NA
corcoti01,NA,NA,NA,NA,NA,NA
corcoti02,NA,NA,NA,NA,NA,NA
corcoto01,1960,6,25,USA,CT,Plainfield
cordech01,NA,NA,NA,NA,NA,NA
cordefr01,NA,NA,NA,NA,NA,NA
cordefr02,NA,NA,NA,NA,NA,NA
cordeji01,NA,NA,NA,NA,NA,NA
cordery01,NA,NA,NA,NA,NA,NA
cordewi01,NA,NA,NA,NA,NA,NA
cordier01,NA,NA,NA,NA,NA,NA
cordoal01,NA,NA,NA,NA,NA,NA
cordofr01,NA,NA,NA,NA,NA,NA
cordoma01,NA,NA,NA,NA,NA,NA
coreybr01,NA,NA,NA,NA,NA,NA
coreyed01,1970,9,17,USA,WI,Kenosha
coreyfr01,1912,11,27,USA,RI,Providence
coreyma01,NA,NA,NA,NA,NA,NA
coreyma02,NA,NA,NA,NA,NA,NA
corgach01,1928,6,13,USA,OK,Wagoner
corharo01,1958,11,24,USA,CA,San Francisco
corkhpo01,1921,4,3,USA,NJ,Pennsauken
corkimi01,NA,NA,NA,NA,NA,NA
cormila01,NA,NA,NA,NA,NA,NA
cormirh01,2021,3,8,CAN,NB,Cap-Pele
cornebr01,NA,NA,NA,NA,NA,NA
corneje01,NA,NA,NA,NA,NA,NA
cornejo01,NA,NA,NA,NA,NA,NA
cornema01,NA,NA,NA,NA,NA,NA
cornena01,NA,NA,NA,NA,NA,NA
cornere01,NA,NA,NA,NA,NA,NA
cornute01,NA,NA,NA,NA,NA,NA
corpama01,NA,NA,NA,NA,NA,NA
corpoca01,NA,NA,NA,NA,NA,NA
corrapa01,NA,NA,NA,NA,NA,NA
correca01,NA,NA,NA,NA,NA,NA
correed01,NA,NA,NA,NA,NA,NA
correke01,NA,NA,NA,NA,NA,NA
correro01,NA,NA,NA,NA,NA,NA
correvi01,NA,NA,NA,NA,NA,NA
corrifr01,1941,2,21,USA,NY,Syracuse
corrijo01,2001,6,4,USA,IN,Indianapolis
corriph01,1915,7,1,USA,IN,Indianapolis
corrire01,1959,9,28,USA,IN,Indianapolis
corsiji01,2022,1,4,USA,MA,Bellingham
cortaje01,1963,3,4,USA,PA,Pittsburgh
cortba01,NA,NA,NA,NA,NA,NA
corteda01,NA,NA,NA,NA,NA,NA
corteda02,NA,NA,NA,NA,NA,NA
cortefe01,NA,NA,NA,NA,NA,NA
cortene01,NA,NA,NA,NA,NA,NA
corwial01,2003,10,23,USA,IL,Geneva
cosarja01,NA,NA,NA,NA,NA,NA
coscajo01,1993,4,5,USA,WA,Sequim
coscape01,2002,7,24,USA,CA,Escondido
coseyra01,NA,NA,NA,NA,NA,NA
cosgrmi01,NA,NA,NA,NA,NA,NA
cosmaji01,2013,1,7,USA,GA,Roswell
costami01,NA,NA,NA,NA,NA,NA
costash01,NA,NA,NA,NA,NA,NA
costech01,NA,NA,NA,NA,NA,NA
costeda01,1936,3,26,USA,PA,Pittsburgh
costejo01,NA,NA,NA,NA,NA,NA
costoti01,NA,NA,NA,NA,NA,NA
cotahu01,NA,NA,NA,NA,NA,NA
cotehe01,1940,4,28,USA,NY,Troy
cotepe01,1987,10,17,USA,MA,Middleton
cothaca01,NA,NA,NA,NA,NA,NA
cotteda01,1935,9,4,USA,MA,Dorchester
cottedi01,1945,4,4,USA,NY,Brooklyn
cotteed01,1959,6,14,USA,CT,Hartford
cotteho01,1955,8,6,USA,CA,Los Angeles
cotteto01,1906,11,22,USA,MA,Brookline
cottich01,NA,NA,NA,NA,NA,NA
cottohe01,NA,NA,NA,NA,NA,NA
cottojh01,NA,NA,NA,NA,NA,NA
cottren01,1947,2,27,USA,NY,Syracuse
cottsne01,NA,NA,NA,NA,NA,NA
couchjo01,1975,12,8,USA,CA,Palo Alto
couchmi01,NA,NA,NA,NA,NA,NA
coughbi01,1943,5,7,USA,PA,Scranton
coughde01,1913,5,14,USA,DC,Washington
coughed01,1952,12,25,USA,CT,Hartford
coughma01,2016,11,8,USA,WA,Vancouver
coughro01,1951,3,20,USA,MA,Chelsea
couloda01,NA,NA,NA,NA,NA,NA
coulsbo01,1953,9,11,USA,PA,Washington
coultch01,NA,NA,NA,NA,NA,NA
coumbfr01,1978,3,21,USA,CA,Paradise
counscr01,NA,NA,NA,NA,NA,NA
courtcl01,1975,6,16,USA,NY,Rochester
courter01,1920,2,29,USA,NY,Buffalo
courtha01,1954,12,11,USA,CT,Lyme
courtjo01,NA,NA,NA,NA,NA,NA
courtry01,NA,NA,NA,NA,NA,NA
couside01,1951,7,14,USA,MA,Watertown
cousija01,NA,NA,NA,NA,NA,NA
cousisc01,NA,NA,NA,NA,NA,NA
coutljo01,NA,NA,NA,NA,NA,NA
covelha01,1950,8,4,USA,PA,Shamokin
covelst01,1984,3,20,USA,IN,South Bend
covenja01,1961,3,28,USA,MA,Wayland
coveydy01,NA,NA,NA,NA,NA,NA
covinch01,1976,6,11,USA,FL,Pembroke Park
covinsa01,1963,1,4,USA,TX,Denison
covinte01,1931,12,10,USA,TX,Denison
covinwe01,2011,7,4,CAN,AB,Edmonton
cowanbi01,NA,NA,NA,NA,NA,NA
cowarka01,NA,NA,NA,NA,NA,NA
cowenal01,2002,3,11,USA,CA,Downey
cowgico01,NA,NA,NA,NA,NA,NA
cowlejo01,NA,NA,NA,NA,NA,NA
coxbi01,1988,2,16,USA,IL,Charleston
coxbi02,1978,3,30,USA,PA,Harrisburg
coxbo01,NA,NA,NA,NA,NA,NA
coxca01,NA,NA,NA,NA,NA,NA
coxda01,NA,NA,NA,NA,NA,NA
coxda02,NA,NA,NA,NA,NA,NA
coxdi01,1966,6,1,USA,CA,Morro Bay
coxer01,1974,4,29,USA,AL,Birmingham
coxfr01,1928,6,24,USA,CT,Hartford
coxge01,1995,12,17,USA,TX,Bedford
coxgl01,2012,1,8,USA,CA,Los Molinos
coxje01,NA,NA,NA,NA,NA,NA
coxji01,NA,NA,NA,NA,NA,NA
coxla01,1990,2,17,USA,OH,Bellefontaine
coxle01,1934,10,14,USA,TX,San Angelo
coxre01,1984,10,15,USA,VA,Roanoke
coxst01,NA,NA,NA,NA,NA,NA
coxte01,NA,NA,NA,NA,NA,NA
coxte02,2020,3,11,USA,OK,Oklahoma City
coylebi01,1941,6,5,USA,CA,San Francisco
coyneto01,1939,9,18,USA,MO,St. Louis
cozarch01,2004,12,31,USA,NC,Lenoir
cozarza01,NA,NA,NA,NA,NA,NA
cozendy01,NA,NA,NA,NA,NA,NA
crabbca01,NA,NA,NA,NA,NA,NA
crabbro01,1940,3,30,USA,MT,Lewistown
crablge01,1965,8,8,USA,FL,Lake Worth
crabtes01,1967,1,4,USA,OH,Logan
crabtti01,NA,NA,NA,NA,NA,NA
craddwa01,1980,7,6,USA,OH,Parma Heights
cradlri01,NA,NA,NA,NA,NA,NA
craftha01,1995,8,3,USA,TX,Conroe
craftmo01,1978,10,25,USA,CA,Los Angeles
craghho01,1962,7,14,USA,CA,San Diego
craigal01,NA,NA,NA,NA,NA,NA
craigge01,1911,4,23,USA,IN,Indianapolis
craigpe01,NA,NA,NA,NA,NA,NA
craigro01,NA,NA,NA,NA,NA,NA
craigro02,2013,8,17,USA,CA,Los Angeles
craigwi01,NA,NA,NA,NA,NA,NA
crainje01,NA,NA,NA,NA,NA,NA
cramebi01,1966,9,11,USA,IN,Fort Wayne
cramebo01,NA,NA,NA,NA,NA,NA
cramedi01,1898,2,23,USA,NY,Brooklyn
cramedo01,1990,9,9,USA,NJ,Manahawkin
cramje01,NA,NA,NA,NA,NA,NA
crandde01,2021,5,5,USA,CA,Mission Viejo
cranddo01,1951,8,17,USA,CA,Bell
craneed01,1896,9,20,USA,NY,Rochester
cranefr01,1925,4,27,USA,NY,Brooklyn
cranesa01,1925,6,26,USA,NY,New York
cranesa02,1955,11,12,USA,PA,Philadelphia
cravaga01,1963,5,23,USA,CA,Laguna Beach
cravebi01,1901,6,17,USA,NY,Troy
cravyty01,NA,NA,NA,NA,NA,NA
crawfbr01,NA,NA,NA,NA,NA,NA
crawfca01,NA,NA,NA,NA,NA,NA
crawfca02,NA,NA,NA,NA,NA,NA
crawfev01,NA,NA,NA,NA,NA,NA
crawffo01,1908,3,27,USA,TX,Austin
crawfge01,NA,NA,NA,NA,NA,NA
crawfgl01,1972,1,2,USA,MI,Saginaw
crawfja01,2008,10,21,USA,TX,Fort Worth
crawfji01,NA,NA,NA,NA,NA,NA
crawfjo01,NA,NA,NA,NA,NA,NA
crawfjp01,NA,NA,NA,NA,NA,NA
crawfke01,1976,11,11,USA,PA,Pittsburgh
crawfku01,NA,NA,NA,NA,NA,NA
crawfla01,1994,12,20,USA,PA,Hanover
crawfpa01,1994,1,25,USA,NC,Morehead City
crawfpa02,NA,NA,NA,NA,NA,NA
crawfsa01,1968,6,15,USA,CA,Hollywood
crawfst01,NA,NA,NA,NA,NA,NA
crawfwi01,2004,8,27,USA,CA,Los Angeles
creamge01,1886,6,27,USA,PA,Philadelphia
credejo01,NA,NA,NA,NA,NA,NA
creebi01,1942,11,7,USA,PA,Sunbury
creedco01,1969,11,30,USA,CA,Santa Ana
creedpa01,1992,4,20,USA,MA,Brockton
creegma01,1920,9,29,USA,CA,San Francisco
creekdo01,NA,NA,NA,NA,NA,NA
creelgu01,1934,4,22,USA,MO,St. Louis
creelja01,2002,8,13,USA,TX,Houston
creelke01,NA,NA,NA,NA,NA,NA
cregape01,1945,5,18,USA,NY,New York
cregebe01,1997,11,30,USA,VA,Lynchburg
cremibo01,2004,3,27,USA,NY,Pelham
crespce01,NA,NA,NA,NA,NA,NA
crespcr01,1990,3,1,USA,MO,Florissant
crespfe01,NA,NA,NA,NA,NA,NA
cressja01,NA,NA,NA,NA,NA,NA
cresswa01,1996,4,21,USA,LA,Baton Rouge
crewsti01,1993,3,23,USA,FL,Orlando
crichst01,NA,NA,NA,NA,NA,NA
crickky01,NA,NA,NA,NA,NA,NA
crideje01,2008,4,4,USA,AZ,Phoenix
crigelo01,1934,5,14,USA,AZ,Tucson
crimch01,NA,NA,NA,NA,NA,NA
crimija01,2019,2,11,USA,DE,Middletown
cripeda01,NA,NA,NA,NA,NA,NA
criscda01,NA,NA,NA,NA,NA,NA
criscto01,2001,7,10,USA,CA,La Jolla
crishpa01,1915,6,12,USA,NY,Syracuse
crismna01,NA,NA,NA,NA,NA,NA
crispco01,NA,NA,NA,NA,NA,NA
crispjo01,1939,2,5,USA,MO,Kansas City
crissdo01,1955,9,8,USA,MS,Sherman
cristbi01,1939,1,28,USA,NY,Buffalo
cristch01,1957,1,7,USA,OH,Cincinnati
cristle01,1977,8,24,USA,MI,Dearborn
criswco01,NA,NA,NA,NA,NA,NA
critcmo01,1910,3,6,USA,PA,Pittsburgh
critzhu01,1980,1,10,USA,MS,Greenwood
crochga01,NA,NA,NA,NA,NA,NA
crockcl01,2002,12,19,USA,SC,Clinton
crockda01,1961,2,23,USA,VA,Charlottesville
crockky01,NA,NA,NA,NA,NA,NA
croftar01,1884,3,16,USA,MO,St. Louis
croftha01,1933,12,11,USA,IL,Oak Park
crolifr01,1960,8,25,USA,FL,Ormond Beach
cromawa01,NA,NA,NA,NA,NA,NA
cromedt01,NA,NA,NA,NA,NA,NA
crometr01,NA,NA,NA,NA,NA,NA
cromphe01,1963,8,5,USA,IL,Moline
crompne01,1950,9,30,USA,PA,Aspinwall
cronch01,NA,NA,NA,NA,NA,NA
croncj01,NA,NA,NA,NA,NA,NA
croneja01,NA,NA,NA,NA,NA,NA
cronera01,NA,NA,NA,NA,NA,NA
cronibi01,1966,10,26,USA,MA,Newton
cronida01,1885,11,30,USA,MA,Boston
cronija01,1929,7,12,USA,NY,Middletown
croniji01,1983,6,10,USA,CA,Concord
cronijo01,1984,9,7,USA,MA,Barnstable
cronke01,NA,NA,NA,NA,NA,NA
crookja01,1918,2,2,USA,MO,St. Louis
crookna01,NA,NA,NA,NA,NA,NA
crookto01,1929,4,5,USA,VA,Quantico
crosbbo01,NA,NA,NA,NA,NA,NA
crosbbu01,NA,NA,NA,NA,NA,NA
crosbca01,NA,NA,NA,NA,NA,NA
crosbed01,NA,NA,NA,NA,NA,NA
crosbge01,1913,1,9,USA,CA,San Francisco
crosbke01,NA,NA,NA,NA,NA,NA
crosefr01,2002,2,11,USA,CA,Stockton
crossam01,1888,7,16,USA,OH,Cleveland
crosscl01,1931,6,23,USA,WA,Seattle
crossfr01,1932,11,2,USA,OH,Geauga Lake
crossfr02,1965,12,6,USA,PA,Kingston
crossje01,1997,7,23,USA,TX,Huntsville
crossjo01,1933,4,2,USA,OH,Cleveland
crossla01,1927,9,6,USA,OH,Toledo
crossle01,1930,10,9,USA,NH,Manchester
crossmo01,1934,6,21,USA,PA,Philadelphia
crothdo01,1907,3,29,USA,MO,St. Louis
crottjo01,1926,6,22,USA,MN,Minneapolis
crottmi01,NA,NA,NA,NA,NA,NA
croucbi01,1945,12,22,USA,MI,Highland Park
croucbi02,1980,12,26,USA,MI,Howell
croucfr01,1980,5,21,USA,TX,Webster
croucja01,1972,8,25,USA,FL,Leesburg
croucza01,NA,NA,NA,NA,NA,NA
crousbu01,1983,10,23,USA,IN,Muncie
crousha01,NA,NA,NA,NA,NA,NA
crousri01,NA,NA,NA,NA,NA,NA
crowaa01,NA,NA,NA,NA,NA,NA
crowdal01,1972,4,3,USA,NC,Winston-Salem
crowde01,NA,NA,NA,NA,NA,NA
crowdo01,NA,NA,NA,NA,NA,NA
crowebi01,1935,7,24,USA,TX,Fort Worth
croweca01,1962,9,30,USA,RI,Central Falls
crowege01,2011,1,18,USA,CA,Rancho Cordova
croweji01,NA,NA,NA,NA,NA,NA
crowetr01,NA,NA,NA,NA,NA,NA
crowewi01,NA,NA,NA,NA,NA,NA
crowlbi01,1891,7,14,USA,NJ,Gloucester
crowled01,1970,4,14,USA,AL,Birmingham
crowljo01,1896,9,23,USA,MA,Lawrence
crowlte01,NA,NA,NA,NA,NA,NA
crowswo01,1947,8,14,USA,NC,Greensboro
crozier01,NA,NA,NA,NA,NA,NA
crucefr01,NA,NA,NA,NA,NA,NA
crudami01,NA,NA,NA,NA,NA,NA
cruiswa01,1975,1,9,USA,AL,Sylacauga
crumca01,1945,12,7,USA,OK,Tulsa
crumlge01,2012,2,11,USA,PA,Yorkana
crumpbu01,1976,9,26,USA,NC,Raleigh
crumpro01,1969,10,6,USA,NC,Fayetteville
crutcdi01,1952,6,19,USA,KY,Frankfort
cruthpr01,1976,12,27,USA,WI,Kenosha
cruzde01,NA,NA,NA,NA,NA,NA
cruzen01,NA,NA,NA,NA,NA,NA
cruzfa01,NA,NA,NA,NA,NA,NA
cruzfe01,NA,NA,NA,NA,NA,NA
cruzhe01,NA,NA,NA,NA,NA,NA
cruzhe02,NA,NA,NA,NA,NA,NA
cruziv01,NA,NA,NA,NA,NA,NA
cruzja01,NA,NA,NA,NA,NA,NA
cruzje01,NA,NA,NA,NA,NA,NA
cruzjo01,NA,NA,NA,NA,NA,NA
cruzjo02,NA,NA,NA,NA,NA,NA
cruzju01,2022,2,22,USA,WA,Redmond
cruzju02,NA,NA,NA,NA,NA,NA
cruzlu01,NA,NA,NA,NA,NA,NA
cruzne01,NA,NA,NA,NA,NA,NA
cruzne02,NA,NA,NA,NA,NA,NA
cruzon01,NA,NA,NA,NA,NA,NA
cruzrh01,NA,NA,NA,NA,NA,NA
cruzto01,NA,NA,NA,NA,NA,NA
cruzto02,2008,9,2,USA,AZ,Bullhead City
cruzto03,NA,NA,NA,NA,NA,NA
cruzvi01,2004,9,26,D.R.,Distrito Nacional,Santo Domingo
cuasjo01,NA,NA,NA,NA,NA,NA
cubbami01,NA,NA,NA,NA,NA,NA
cubilda01,NA,NA,NA,NA,NA,NA
cuccial01,2004,3,29,USA,NY,Malverne
cuccito01,1995,9,21,USA,FL,Tampa
cuccuco01,1983,1,23,USA,NJ,West Orange
cuddymi01,NA,NA,NA,NA,NA,NA
cudwoji01,1943,12,21,USA,MA,Middleboro
cuellbo01,NA,NA,NA,NA,NA,NA
cuellch01,1994,10,11,USA,FL,Tampa
cuellmi01,2010,4,2,USA,FL,Orlando
cuetobe01,2011,10,25,USA,NC,Charlotte
cuetojo01,NA,NA,NA,NA,NA,NA
cuetoma01,1942,6,29,Cuba,La Habana,Regla
cuevano01,NA,NA,NA,NA,NA,NA
cuevawi01,NA,NA,NA,NA,NA,NA
cuffjo01,1916,12,5,USA,NJ,Hoboken
culbech01,NA,NA,NA,NA,NA,NA
culbele01,1989,9,17,USA,GA,Rome
culledi01,1964,6,16,USA,NC,Chapel Hill
culleja01,NA,NA,NA,NA,NA,NA
cullejo01,1921,2,11,USA,CA,Ukiah
cullero01,1991,5,28,USA,MI,Mount Clemens
culleti01,NA,NA,NA,NA,NA,NA
cullobu01,1976,11,9,USA,NY,Kingston
culloni01,1961,4,15,USA,VA,Tazewell
culloni02,1978,12,8,USA,OH,Westerville
culmewi01,2003,10,14,Bahamas,New Providence,Nassau
culpbe01,2000,10,23,USA,PA,Philadelphia
culpbi01,1969,9,3,USA,PA,Arnold
culpra01,NA,NA,NA,NA,NA,NA
culvege01,NA,NA,NA,NA,NA,NA
cumbejo01,2022,4,5,USA,FL,Lutz
cummica01,1924,5,16,USA,OH,Toledo
cummija01,1962,10,5,USA,PA,West Mifflin
cummijo01,NA,NA,NA,NA,NA,NA
cummimi01,NA,NA,NA,NA,NA,NA
cummist01,NA,NA,NA,NA,NA,NA
cumptbr01,NA,NA,NA,NA,NA,NA
cunnawi01,NA,NA,NA,NA,NA,NA
cunniaa01,NA,NA,NA,NA,NA,NA
cunnibe01,1952,5,14,USA,DE,Cragmere
cunnibi01,1946,2,21,USA,NY,Schenectady
cunnibi02,1953,9,26,USA,CA,Colusa
cunnibr01,1984,3,8,USA,CA,Hayward
cunnibr02,NA,NA,NA,NA,NA,NA
cunnige01,1972,3,10,USA,TN,Chattanooga
cunnijo01,2021,3,25,USA,MO,Chesterfield
cunnimi01,1969,12,10,USA,SC,Lancaster
cunnira01,2005,7,30,USA,TX,Pearland
cunnito01,NA,NA,NA,NA,NA,NA
cuppyni01,1922,7,26,USA,IN,Elkhart
curledo01,1920,9,23,USA,MA,Worcester
currasa01,1936,5,19,USA,MA,Dorchester
currela01,NA,NA,NA,NA,NA,NA
currepe01,1896,9,26,USA,CA,Vallejo
curribi01,2013,10,30,USA,GA,Arlington
curricl01,1941,7,15,USA,WI,Little Chute
currimu01,1939,6,18,USA,NC,Asheboro
curripe01,2011,1,17,USA,TX,San Antonio
curryge01,1963,10,5,USA,CT,West Haven
curryji01,1938,8,2,USA,NJ,Grenloch
curryst01,NA,NA,NA,NA,NA,NA
curryto01,2006,10,16,Bahamas,New Providence,Nassau
currywe01,1933,5,19,USA,PA,Philadelphia
curryxz01,NA,NA,NA,NA,NA,NA
curtich01,NA,NA,NA,NA,NA,NA
curticl01,1943,4,23,USA,OH,Utica
curtico01,NA,NA,NA,NA,NA,NA
curtied99,1914,8,6,USA,NY,Bath
curtier01,1945,2,14,USA,MA,North Adams
curtifr01,1939,4,5,USA,MN,Minneapolis
curtige01,1919,1,1,USA,OH,Steubenville
curtiha01,1951,8,1,USA,IL,Evanston
curtija01,NA,NA,NA,NA,NA,NA
curtije01,NA,NA,NA,NA,NA,NA
curtijo01,NA,NA,NA,NA,NA,NA
curtijo02,NA,NA,NA,NA,NA,NA
curtive01,1992,6,24,USA,IL,Cairo
curtiza01,NA,NA,NA,NA,NA,NA
curtrgu01,1997,8,23,USA,FL,Sun City Center
cushmch99,1909,6,29,USA,WI,Milwaukee
cushmed01,1915,9,26,USA,PA,Erie
cushmha01,1920,12,27,USA,PA,Emsworth
cusicja01,1989,11,17,USA,NJ,Englewood
cusicto01,1929,8,6,USA,IL,Chicago
custja01,NA,NA,NA,NA,NA,NA
cuthbch01,NA,NA,NA,NA,NA,NA
cuthbne01,1905,2,6,USA,MO,St. Louis
cutshge01,1973,8,22,USA,CA,San Diego
cuyleki01,1950,2,11,USA,MI,Ann Arbor
cuylemi01,NA,NA,NA,NA,NA,NA
cvengmi01,1970,8,2,USA,AR,Hot Springs
cyperal01,1973,1,9,USA,DC,Washington
cyrer01,NA,NA,NA,NA,NA,NA
cyrty01,NA,NA,NA,NA,NA,NA
czajkji01,NA,NA,NA,NA,NA,NA
daalom01,NA,NA,NA,NA,NA,NA
dacqujo01,NA,NA,NA,NA,NA,NA
dadepa01,2016,8,25,USA,WA,Seattle
dagenjo01,2001,7,16,USA,OH,Bolivar
daglipe01,1952,3,11,USA,CA,Willits
dagrean01,2017,12,23,USA,MA,Rowley
dahlda01,NA,NA,NA,NA,NA,NA
dahlebi01,1950,12,5,USA,NY,Brooklyn
dahlgba01,1996,9,4,USA,CA,Arcadia
dahlja01,1965,6,21,USA,NC,Salisbury
dahlkje01,2006,9,2,USA,MS,Batesville
daiglca01,NA,NA,NA,NA,NA,NA
dailebi01,NA,NA,NA,NA,NA,NA
dailejo01,NA,NA,NA,NA,NA,NA
dailesa01,1979,12,2,USA,MO,Columbia
dailevi01,1919,11,14,USA,NY,Hornell
dailyco01,1928,6,14,USA,NY,Brooklyn
dailyed01,1891,10,21,USA,DC,Washington
dailyhu01,NA,NA,NA,NA,NA,NA
daisege01,1931,4,17,USA,MD,Cumberland
dalbebo01,NA,NA,NA,NA,NA,NA
dalcabr01,2008,10,7,USA,PA,Pittsburgh
daleca01,NA,NA,NA,NA,NA,NA
dalege01,1958,3,20,USA,MO,St. Louis
dalenpe01,NA,NA,NA,NA,NA,NA
dalesma01,NA,NA,NA,NA,NA,NA
daleybi01,1922,5,4,USA,NY,Poughkeepsie
daleybu01,NA,NA,NA,NA,NA,NA
daleyjo01,1988,8,31,USA,OH,Mansfield
daleyju01,1967,1,26,USA,AL,Gadsden
daleyma01,NA,NA,NA,NA,NA,NA
daleype01,NA,NA,NA,NA,NA,NA
daleyto01,1934,12,2,USA,CA,Los Angeles
dalledo01,1988,4,29,USA,IN,Indianapolis
dallibr01,NA,NA,NA,NA,NA,NA
dalryab01,1939,1,25,USA,IL,Warren
dalrybi01,1967,7,14,USA,CA,San Diego
dalrycl01,NA,NA,NA,NA,NA,NA
daltoja01,1950,2,17,USA,PA,Pittsburgh
daltomi01,NA,NA,NA,NA,NA,NA
dalybe01,1952,9,3,USA,NJ,Bayonne
dalyge01,1957,12,12,USA,NY,Buffalo
dalyjo01,1943,3,21,USA,PA,Philadelphia
dalysu01,1938,4,30,USA,NY,Albany
dalyto01,1938,10,29,USA,NY,Brooklyn
dalyto02,1946,11,7,USA,MA,Medford
damasja01,NA,NA,NA,NA,NA,NA
dambi01,1930,6,22,USA,MA,Quincy
damicje01,NA,NA,NA,NA,NA,NA
damicje02,NA,NA,NA,NA,NA,NA
dammabi01,1948,12,6,USA,VA,Lynnhaven
damonjo01,NA,NA,NA,NA,NA,NA
damraha01,1957,8,21,USA,NY,Staten Island
dandrra99,1994,2,12,USA,FL,Palm Bay
danekpa01,NA,NA,NA,NA,NA,NA
daneyar01,1988,3,11,USA,AZ,Phoenix
danfoda01,1970,9,19,USA,MD,Baltimore
daniebe01,1958,6,6,USA,NJ,Cedar Grove
daniebe02,NA,NA,NA,NA,NA,NA
daniech01,1938,2,9,USA,MA,Boston
daniech02,2008,1,1,USA,AR,Hot Springs
danieja01,1995,4,23,USA,GA,LaGrange
danieja02,2013,4,16,USA,LA,Shreveport
danieka01,NA,NA,NA,NA,NA,NA
daniela01,1929,1,7,USA,MA,Waltham
daniepe01,1928,2,13,USA,IN,Indianapolis
danieto01,2005,7,23,USA,NC,Statesville
danisty01,NA,NA,NA,NA,NA,NA
danksjo01,NA,NA,NA,NA,NA,NA
danksjo02,NA,NA,NA,NA,NA,NA
dannebu01,1949,9,21,USA,MA,Boston
danniha01,2004,11,29,USA,IN,Valparaiso
danniik01,1983,3,30,USA,CA,Santa Monica
dantofa01,1993,5,28,USA,LA,New Orleans
dantoja01,NA,NA,NA,NA,NA,NA
danziba01,1931,7,14,USA,CA,San Francisco
dappecl01,2011,2,8,USA,CA,Fallbrook
darbyge01,1937,2,25,USA,CA,Sacramento
darcypa01,NA,NA,NA,NA,NA,NA
darenvi01,NA,NA,NA,NA,NA,NA
darincl01,1971,12,26,USA,CA,Sacramento
darinro01,1974,5,23,USA,IN,Seymour
darkal01,2014,11,13,USA,SC,Easley
darlide01,1904,11,20,USA,PA,Erie
darliro01,NA,NA,NA,NA,NA,NA
darnach01,NA,NA,NA,NA,NA,NA
darnatr01,NA,NA,NA,NA,NA,NA
darnebo01,1995,1,3,USA,TX,Fredericksburg
