playerID,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity
aardsda01,NA,NA,NA,NA,NA,NA
aaronha01,2021,1,22,USA,GA,Atlanta
aaronto01,1984,8,16,USA,GA,Atlanta
aasedo01,NA,NA,NA,NA,NA,NA
abadan01,NA,NA,NA,NA,NA,NA
abadfe01,NA,NA,NA,NA,NA,NA
abadijo01,1905,5,17,USA,NJ,Pemberton
abbated01,1957,1,6,USA,FL,Fort Lauderdale
abbeybe01,1962,6,11,USA,VT,Colchester
abbeych01,1926,4,27,USA,CA,San Francisco
abbotco01,NA,NA,NA,NA,NA,NA
abbotda01,1930,2,13,USA,MI,Ottawa Lake
abbotfr01,1935,6,11,USA,CA,Los Angeles
abbotgl01,NA,NA,NA,NA,NA,NA
abbotje01,NA,NA,NA,NA,NA,NA
abbotji01,NA,NA,NA,NA,NA,NA
abbotku01,NA,NA,NA,NA,NA,NA
abbotky01,NA,NA,NA,NA,NA,NA
abbotod01,1933,4,13,USA,DC,Washington
abbotpa01,NA,NA,NA,NA,NA,NA
aberal01,1993,5,20,USA,OH,Garfield Heights
abercda01,1939,11,11,USA,PA,Philadelphia
abercre01,NA,NA,NA,NA,NA,NA
abernbi01,2006,2,19,USA,CA,Yucaipa
abernbr01,NA,NA,NA,NA,NA,NA
abernte01,2001,11,16,USA,NC,Charlotte
abernte02,2004,12,16,USA,NC,Gastonia
abernwo01,1994,12,5,USA,KY,Louisville
aberscl01,1973,6,23,USA,CA,Vallejo
ablesha01,1951,2,8,USA,TX,San Antonio
abnersh01,NA,NA,NA,NA,NA,NA
abramca01,1997,2,25,USA,FL,Fort Lauderdale
abramcj01,NA,NA,NA,NA,NA,NA
abramge01,1986,12,5,USA,FL,Clearwater
abregjo01,NA,NA,NA,NA,NA,NA
abreual01,NA,NA,NA,NA,NA,NA
abreubo01,NA,NA,NA,NA,NA,NA
abreubr01,NA,NA,NA,NA,NA,NA
abreujo01,1993,3,17,USA,CA,Hayward
abreujo02,NA,NA,NA,NA,NA,NA
abreuju01,NA,NA,NA,NA,NA,NA
abreuto01,NA,NA,NA,NA,NA,NA
abreuwi01,NA,NA,NA,NA,NA,NA
abstebi01,1940,4,8,USA,MO,St. Louis
accarje01,NA,NA,NA,NA,NA,NA
aceveal01,NA,NA,NA,NA,NA,NA
acevedo01,NA,NA,NA,NA,NA,NA
acevejo01,NA,NA,NA,NA,NA,NA
aceveju01,NA,NA,NA,NA,NA,NA
achteaj01,NA,NA,NA,NA,NA,NA
ackerji01,NA,NA,NA,NA,NA,NA
ackerto01,2021,1,4,USA,PA,Narvon
ackledu01,NA,NA,NA,NA,NA,NA
acklefr01,2002,5,22,USA,MN,Duluth
acostcy01,NA,NA,NA,NA,NA,NA
acosted01,NA,NA,NA,NA,NA,NA
acostjo01,1977,11,16,Cuba,La Habana,La Habana
acostma01,NA,NA,NA,NA,NA,NA
acostme01,1963,11,17,USA,FL,Miami
acrema01,NA,NA,NA,NA,NA,NA
actama99,NA,NA,NA,NA,NA,NA
acunaro01,NA,NA,NA,NA,NA,NA
adairbi99,2002,6,17,USA,AL,Bay Minette
adairje01,1987,5,31,USA,OK,Tulsa
adairji01,1982,12,9,USA,TX,Farmers Branch
adamecr01,NA,NA,NA,NA,NA,NA
adamewi01,NA,NA,NA,NA,NA,NA
adamja01,NA,NA,NA,NA,NA,NA
adamsac01,2006,2,26,USA,GA,Albany
adamsau01,NA,NA,NA,NA,NA,NA
adamsau02,NA,NA,NA,NA,NA,NA
adamsba01,1968,7,27,USA,MD,Silver Spring
adamsbe01,1940,6,24,USA,CA,Los Angeles
adamsbo01,1996,10,17,USA,PA,Lemoyne
adamsbo02,1970,3,6,USA,FL,Jacksonville
adamsbo03,1997,2,13,USA,WA,Gig Harbor
adamsbo04,NA,NA,NA,NA,NA,NA
adamsbu01,1990,9,1,USA,CA,Rancho Mirage
adamsch01,NA,NA,NA,NA,NA,NA
adamsda01,1964,10,6,USA,MO,St. Louis
adamsda02,NA,NA,NA,NA,NA,NA
adamsdi01,2016,9,14,USA,CA,Fallbrook
adamsdo01,NA,NA,NA,NA,NA,NA
adamsge01,1920,10,11,USA,WA,Clarkston
adamsgl01,NA,NA,NA,NA,NA,NA
adamshe01,2012,2,1,USA,OK,Tulsa
adamsji01,NA,NA,NA,NA,NA,NA
adamsjo01,1952,10,8,USA,MO,Bachelor
adamsjo02,NA,NA,NA,NA,NA,NA
adamska01,1967,9,17,USA,WA,Everett
adamsla01,NA,NA,NA,NA,NA,NA
adamsma01,NA,NA,NA,NA,NA,NA
adamsmi01,2022,5,7,USA,CO,Monument
adamsmi02,NA,NA,NA,NA,NA,NA
adamsmi03,NA,NA,NA,NA,NA,NA
adamsre01,2017,1,18,USA,CA,Fresno
adamsri01,1955,3,10,USA,TX,Paris
adamsri02,2011,10,28,USA,CA,Rancho Cucamonga
adamsri03,NA,NA,NA,NA,NA,NA
adamsru01,NA,NA,NA,NA,NA,NA
adamsry01,NA,NA,NA,NA,NA,NA
adamssp01,1989,2,24,USA,PA,Pottsville
adamssp02,1970,11,24,USA,UT,Salt Lake City
adamste01,NA,NA,NA,NA,NA,NA
adamswi01,1937,6,18,USA,NY,Albany
adamswi02,NA,NA,NA,NA,NA,NA
adcocjo01,1999,5,3,USA,LA,Coushatta
adcocna01,NA,NA,NA,NA,NA,NA
addisbo01,2016,11,15,USA,OH,Mentor
adducji01,NA,NA,NA,NA,NA,NA
adducji02,NA,NA,NA,NA,NA,NA
addybo01,1910,4,9,USA,ID,Pocatello
adelljo01,NA,NA,NA,NA,NA,NA
adenhni01,2009,4,9,USA,CA,Orange
aderhmo01,1955,3,18,USA,FL,Sarasota
adkinde01,1998,12,26,USA,CA,Santa Monica
adkindi01,1955,9,12,USA,TX,Electra
adkindo01,1934,2,21,USA,NC,Durham
adkingr01,1966,3,31,USA,AR,Little Rock
adkinhe01,1953,1,2,USA,MO,Mexico
adkinjo01,NA,NA,NA,NA,NA,NA
adkinst01,NA,NA,NA,NA,NA,NA
adlemti01,NA,NA,NA,NA,NA,NA
adlesda01,2016,2,15,USA,CA,Long Beach
adonjo01,NA,NA,NA,NA,NA,NA
adriaeh01,NA,NA,NA,NA,NA,NA
afenitr01,NA,NA,NA,NA,NA,NA
affelje01,NA,NA,NA,NA,NA,NA
agbaybe01,NA,NA,NA,NA,NA,NA
ageeto01,2001,1,22,USA,NY,New York
agganha01,1955,6,27,USA,MA,Cambridge
aglerjo01,1971,4,26,USA,OH,Massillon
agnewsa01,1951,7,19,USA,CA,Sonoma
agostju01,NA,NA,NA,NA,NA,NA
agrazda01,NA,NA,NA,NA,NA,NA
aguaylu01,NA,NA,NA,NA,NA,NA
aguilch01,NA,NA,NA,NA,NA,NA
aguilje01,NA,NA,NA,NA,NA,NA
aguilmi01,NA,NA,NA,NA,NA,NA
aguilri01,NA,NA,NA,NA,NA,NA
aguilry01,NA,NA,NA,NA,NA,NA
aguirha01,1994,9,5,USA,MI,Bloomfield Hills
ahearch01,1919,4,28,USA,NY,Troy
ahearpa01,NA,NA,NA,NA,NA,NA
ahmedni01,NA,NA,NA,NA,NA,NA
aikenwi01,NA,NA,NA,NA,NA,NA
aingeda01,NA,NA,NA,NA,NA,NA
ainsmed01,1981,9,6,USA,FL,Fort Lauderdale
ainswku01,NA,NA,NA,NA,NA,NA
aitchra01,1958,9,26,USA,KS,Columbus
aitonge01,1976,8,16,USA,CA,North Hollywood
akejo01,1887,5,11,USA,WI,La Crosse
akerfda01,2012,6,24,USA,AZ,Phoenix
akerja01,NA,NA,NA,NA,NA,NA
akersbi01,1962,4,13,USA,TN,Chattanooga
akersje01,1979,5,15,USA,FL,Bay Pines
akinke01,NA,NA,NA,NA,NA,NA
akiyash01,NA,NA,NA,NA,NA,NA
alanirj01,NA,NA,NA,NA,NA,NA
albagi01,NA,NA,NA,NA,NA,NA
albaljo01,NA,NA,NA,NA,NA,NA
albanjo01,2000,6,17,USA,NY,New York
alberan01,NA,NA,NA,NA,NA,NA
alberbu01,NA,NA,NA,NA,NA,NA
albercy01,1917,8,27,USA,IN,Fort Wayne
albergu01,1912,5,7,USA,CO,Idaho Springs
alberha01,NA,NA,NA,NA,NA,NA
alberjo01,NA,NA,NA,NA,NA,NA
alberma01,NA,NA,NA,NA,NA,NA
albieoz01,NA,NA,NA,NA,NA,NA
albosed01,2003,1,7,USA,MI,Saginaw
albreed01,1979,12,29,USA,IL,Centreville
albrija01,1991,7,22,USA,CA,San Diego
albural01,NA,NA,NA,NA,NA,NA
alburvi01,2017,4,18,USA,FL,Tampa
alcaljo01,NA,NA,NA,NA,NA,NA
alcalsa01,NA,NA,NA,NA,NA,NA
alcanar01,NA,NA,NA,NA,NA,NA
alcanis01,NA,NA,NA,NA,NA,NA
alcanra01,NA,NA,NA,NA,NA,NA
alcansa01,NA,NA,NA,NA,NA,NA
alcanse01,NA,NA,NA,NA,NA,NA
alcanvi01,NA,NA,NA,NA,NA,NA
alcarlu01,NA,NA,NA,NA,NA,NA
alcocsc01,1973,1,30,USA,OH,Wooster
alderda01,1982,2,12,USA,CA,Garden Grove
aldremi01,NA,NA,NA,NA,NA,NA
aldresc01,NA,NA,NA,NA,NA,NA
aldrico01,NA,NA,NA,NA,NA,NA
aldrija01,NA,NA,NA,NA,NA,NA
aldrivi01,1973,4,17,USA,IN,Terre Haute
alenoch01,2003,2,10,USA,FL,DeLand
alexabo01,1993,4,7,USA,CA,Oceanside
alexada01,1979,3,2,USA,TN,Greeneville
alexado01,NA,NA,NA,NA,NA,NA
alexaga01,NA,NA,NA,NA,NA,NA
alexage01,NA,NA,NA,NA,NA,NA
alexahu01,2000,11,25,USA,OK,Oklahoma City
alexaja01,NA,NA,NA,NA,NA,NA
alexama01,NA,NA,NA,NA,NA,NA
alexama02,NA,NA,NA,NA,NA,NA
alexani01,1933,12,22,USA,IL,Pana
alexape01,1950,11,4,USA,NE,St. Paul
alexasc01,NA,NA,NA,NA,NA,NA
alexaty01,NA,NA,NA,NA,NA,NA
alexawa01,1978,12,29,USA,TX,Fort Worth
alexyaj01,NA,NA,NA,NA,NA,NA
alfarja01,NA,NA,NA,NA,NA,NA
alfarjo01,NA,NA,NA,NA,NA,NA
alfonan01,NA,NA,NA,NA,NA,NA
alfoned01,NA,NA,NA,NA,NA,NA
alfonel01,NA,NA,NA,NA,NA,NA
alforan01,NA,NA,NA,NA,NA,NA
alicelu01,NA,NA,NA,NA,NA,NA
allanan01,NA,NA,NA,NA,NA,NA
allarbr01,NA,NA,NA,NA,NA,NA
allarko01,NA,NA,NA,NA,NA,NA
alldrca01,NA,NA,NA,NA,NA,NA
allenau01,NA,NA,NA,NA,NA,NA
allenbe01,NA,NA,NA,NA,NA,NA
allenbo01,1943,5,14,USA,AR,Little Rock
allenbo02,1975,12,18,USA,IL,Naperville
allenbo03,2005,10,30,USA,VA,Chesapeake
allenbo04,NA,NA,NA,NA,NA,NA
allenbr01,NA,NA,NA,NA,NA,NA
allench01,NA,NA,NA,NA,NA,NA
allenco01,NA,NA,NA,NA,NA,NA
allendi01,2020,12,7,USA,PA,Wampum
allendu01,NA,NA,NA,NA,NA,NA
allenet01,1993,9,15,USA,CA,Crescent City
allenfr01,1933,7,30,USA,AL,Gainsville
allenga01,NA,NA,NA,NA,NA,NA
allengr01,NA,NA,NA,NA,NA,NA
allenha01,1881,2,6,USA,MA,Natick
allenha02,NA,NA,NA,NA,NA,NA
allenhe01,1916,9,21,USA,CT,Saugatuck
allenho01,1981,7,5,USA,NC,Canton
allenja01,1915,4,21,USA,NJ,Trenton
allenja02,NA,NA,NA,NA,NA,NA
allenje01,NA,NA,NA,NA,NA,NA
allenjo01,1967,9,24,USA,MD,Hagerstown
allenjo02,1959,3,29,USA,FL,St. Petersburg
allenki01,NA,NA,NA,NA,NA,NA
allenll01,NA,NA,NA,NA,NA,NA
allenlo01,NA,NA,NA,NA,NA,NA
allenlu01,2022,4,26,USA,GA,Covington
allenmy01,1924,3,8,USA,NY,Kingston
allenne01,NA,NA,NA,NA,NA,NA
allenni01,1939,10,16,USA,IL,Hines
allenni02,NA,NA,NA,NA,NA,NA
allenpe01,1946,4,15,USA,PA,Philadelphia
allenro01,NA,NA,NA,NA,NA,NA
allenro02,NA,NA,NA,NA,NA,NA
allensl01,1959,10,16,USA,TX,Lubbock
alleyge01,NA,NA,NA,NA,NA,NA
allgeni01,NA,NA,NA,NA,NA,NA
alliebo01,NA,NA,NA,NA,NA,NA
alliega01,2016,10,4,USA,TX,San Antonio
allisan01,1897,3,21,USA,NY,Brooklyn
allisar01,1916,2,25,USA,DC,Washington
allisbi01,1887,1,25,USA,NY,Brooklyn
allisbo01,1995,4,9,USA,AZ,Rio Verde
allisda01,NA,NA,NA,NA,NA,NA
allisdo01,1916,12,19,USA,DC,Washington
allisma01,1964,3,13,USA,MO,Mount Vernon
allismi01,1957,6,18,USA,WI,Kenosha
allrebe01,NA,NA,NA,NA,NA,NA
almadme01,1988,8,13,Mexico,Sonora,Caborca
almanar01,NA,NA,NA,NA,NA,NA
almanca01,NA,NA,NA,NA,NA,NA
almeira01,1969,3,18,Cuba,La Habana,La Habana
almonab01,NA,NA,NA,NA,NA,NA
almonbi01,NA,NA,NA,NA,NA,NA
almoned01,NA,NA,NA,NA,NA,NA
almoner01,NA,NA,NA,NA,NA,NA
almonhe01,NA,NA,NA,NA,NA,NA
almonmi01,NA,NA,NA,NA,NA,NA
almonye01,NA,NA,NA,NA,NA,NA
almonzo01,NA,NA,NA,NA,NA,NA
almoral01,NA,NA,NA,NA,NA,NA
alomalu01,1997,4,7,USA,IL,Park Ridge
alomaro01,NA,NA,NA,NA,NA,NA
alomasa01,NA,NA,NA,NA,NA,NA
alomasa02,NA,NA,NA,NA,NA,NA
alonspe01,NA,NA,NA,NA,NA,NA
alonsyo01,NA,NA,NA,NA,NA,NA
aloufe01,NA,NA,NA,NA,NA,NA
alouje01,NA,NA,NA,NA,NA,NA
alouma01,2011,11,3,D.R.,Distrito Nacional,Santo Domingo
aloumo01,NA,NA,NA,NA,NA,NA
alperwh01,1942,12,25,USA,PA,Pittsburgh
alstode01,NA,NA,NA,NA,NA,NA
alstoga01,NA,NA,NA,NA,NA,NA
alstoto01,1993,12,30,USA,NC,Winston-Salem
alstowa01,1984,10,1,USA,OH,Oxford
altampo01,NA,NA,NA,NA,NA,NA
altavda01,NA,NA,NA,NA,NA,NA
altener01,1981,9,9,USA,CA,Napa
altenje01,1973,3,12,USA,MI,Lansing
altheaa01,NA,NA,NA,NA,NA,NA
altizda01,1964,5,14,USA,IL,Pleasant Hill
altmage01,NA,NA,NA,NA,NA,NA
altobjo01,2021,3,3,USA,NY,Rochester
altroni01,1965,1,20,USA,DC,Washington
altuvjo01,NA,NA,NA,NA,NA,NA
alusige01,2018,4,20,USA,NJ,Woodbridge
alvarab01,NA,NA,NA,NA,NA,NA
alvarcl01,NA,NA,NA,NA,NA,NA
alvarda01,NA,NA,NA,NA,NA,NA
alvarda02,NA,NA,NA,NA,NA,NA
alvared01,NA,NA,NA,NA,NA,NA
alvarfr01,NA,NA,NA,NA,NA,NA
alvarga01,NA,NA,NA,NA,NA,NA
alvarhe01,NA,NA,NA,NA,NA,NA
alvarjo01,NA,NA,NA,NA,NA,NA
alvarjo02,NA,NA,NA,NA,NA,NA
alvarjo03,NA,NA,NA,NA,NA,NA
alvarju01,NA,NA,NA,NA,NA,NA
alvarlu01,2001,3,20,P.R.,NA,Lajas
alvaror01,2016,3,31,P.R.,NA,Rio Grande
alvaros01,2008,3,8,Mexico,Jalisco,Guadalajara
alvarpe01,NA,NA,NA,NA,NA,NA
alvarrj01,NA,NA,NA,NA,NA,NA
alvarro01,2012,11,30,USA,FL,Hialeah
alvarta01,NA,NA,NA,NA,NA,NA
alvarto01,NA,NA,NA,NA,NA,NA
alvarvi01,NA,NA,NA,NA,NA,NA
alvarwi01,NA,NA,NA,NA,NA,NA
alvaryo01,NA,NA,NA,NA,NA,NA
alvisma01,NA,NA,NA,NA,NA,NA
alvorbi01,1927,4,7,USA,FL,St. Petersburg
alyeabr01,NA,NA,NA,NA,NA,NA
alzolad01,NA,NA,NA,NA,NA,NA
amalfjo01,NA,NA,NA,NA,NA,NA
amarari01,NA,NA,NA,NA,NA,NA
amarial01,NA,NA,NA,NA,NA,NA
amaroru01,2017,3,31,USA,FL,Weston
amaroru02,NA,NA,NA,NA,NA,NA
amblewa01,1998,1,3,USA,FL,Ponte Vedra Beach
ambrech01,NA,NA,NA,NA,NA,NA
ambrihe01,NA,NA,NA,NA,NA,NA
amburtr01,NA,NA,NA,NA,NA,NA
amelued01,NA,NA,NA,NA,NA,NA
amesre01,1936,10,8,USA,OH,Warren
amesst01,NA,NA,NA,NA,NA,NA
amezaal01,NA,NA,NA,NA,NA,NA
amoledo01,1912,3,9,USA,DE,Wilmington
amorosa01,1992,6,27,USA,FL,Miami
amorvi01,NA,NA,NA,NA,NA,NA
anckewa01,1954,2,13,USA,NJ,Englewood
anderal01,1985,6,23,USA,GA,Albany
anderal02,NA,NA,NA,NA,NA,NA
anderan01,1982,7,18,USA,WA,Seattle
anderbi01,1983,3,13,USA,MA,Medford
anderbo01,2015,3,12,USA,OK,Tulsa
anderbr01,NA,NA,NA,NA,NA,NA
anderbr02,NA,NA,NA,NA,NA,NA
anderbr03,NA,NA,NA,NA,NA,NA
anderbr04,NA,NA,NA,NA,NA,NA
anderbr05,NA,NA,NA,NA,NA,NA
anderbr06,NA,NA,NA,NA,NA,NA
anderbu01,NA,NA,NA,NA,NA,NA
anderch01,NA,NA,NA,NA,NA,NA
anderco01,NA,NA,NA,NA,NA,NA
andercr01,NA,NA,NA,NA,NA,NA
anderda01,1897,3,22,USA,PA,Chester
anderda02,NA,NA,NA,NA,NA,NA
anderdr01,NA,NA,NA,NA,NA,NA
anderdr02,NA,NA,NA,NA,NA,NA
anderdw01,NA,NA,NA,NA,NA,NA
anderfe01,1978,3,12,USA,MO,Joplin
anderfr01,1957,11,8,USA,NC,Winston-Salem
anderga01,NA,NA,NA,NA,NA,NA
anderge01,1962,5,28,USA,OH,Cleveland
andergo01,1923,3,15,USA,IN,South Bend
anderha01,1974,5,1,USA,MO,St. Louis
anderha02,1998,6,11,USA,DE,Greenville
anderia01,NA,NA,NA,NA,NA,NA
anderja01,NA,NA,NA,NA,NA,NA
anderji01,NA,NA,NA,NA,NA,NA
anderji02,NA,NA,NA,NA,NA,NA
anderjo01,1949,7,23,USA,MA,Worcester
anderjo02,1998,12,20,USA,TX,Houston
anderjo03,NA,NA,NA,NA,NA,NA
anderju01,NA,NA,NA,NA,NA,NA
anderke01,NA,NA,NA,NA,NA,NA
anderla01,NA,NA,NA,NA,NA,NA
anderla02,NA,NA,NA,NA,NA,NA
anderla03,NA,NA,NA,NA,NA,NA
anderma01,NA,NA,NA,NA,NA,NA
anderma02,NA,NA,NA,NA,NA,NA
andermi01,NA,NA,NA,NA,NA,NA
andermi02,NA,NA,NA,NA,NA,NA
anderni01,NA,NA,NA,NA,NA,NA
anderre01,1972,8,7,USA,IA,Sioux City
anderri01,1989,6,23,USA,CA,Wilmington
anderri02,NA,NA,NA,NA,NA,NA
andersc01,NA,NA,NA,NA,NA,NA
andersh01,NA,NA,NA,NA,NA,NA
andersp01,2010,11,4,USA,CA,Thousand Oaks
anderta01,NA,NA,NA,NA,NA,NA
anderti01,NA,NA,NA,NA,NA,NA
anderty01,NA,NA,NA,NA,NA,NA
anderva01,1941,11,5,USA,IL,Rockford
anderwa01,1990,1,6,USA,MI,Battle Creek
anderwi01,1950,12,19,USA,TX,Fort Worth
andinro01,NA,NA,NA,NA,NA,NA
andrast01,NA,NA,NA,NA,NA,NA
andrecl01,NA,NA,NA,NA,NA,NA
andreed01,1934,8,12,USA,FL,West Palm Beach
andreel01,1979,11,25,USA,SC,Greenwood
andreer01,2008,9,19,USA,FL,Bradenton
andrefr01,2021,12,20,USA,IL,Chicago
andrehu01,2012,3,11,USA,KS,Dodge City
andreiv01,1970,11,24,USA,AL,Birmingham
andreji01,1907,12,27,USA,IL,Chicago
andrejo01,1976,11,25,USA,MA,Barnstable
andrejo02,NA,NA,NA,NA,NA,NA
andrejo03,NA,NA,NA,NA,NA,NA
andreki01,NA,NA,NA,NA,NA,NA
andremi01,NA,NA,NA,NA,NA,NA
andrena01,1991,4,26,USA,NC,Winston-Salem
andrero01,NA,NA,NA,NA,NA,NA
andresh01,NA,NA,NA,NA,NA,NA
andrest01,1995,6,10,USA,FL,Bradenton
andrewa01,1940,1,20,USA,IN,Indianapolis
andrima01,NA,NA,NA,NA,NA,NA
andrubi01,1982,3,12,USA,DC,Washington
andruel01,NA,NA,NA,NA,NA,NA
andrufr01,1937,11,10,USA,MI,Detroit
andruwi01,1935,6,17,USA,MT,Miles City
andujjo01,2015,9,8,D.R.,San Pedro de Macoris,San Pedro de Macoris
andujlu01,NA,NA,NA,NA,NA,NA
andujmi01,NA,NA,NA,NA,NA,NA
angelno01,2019,12,21,USA,CO,Aurora
anglema01,NA,NA,NA,NA,NA,NA
angleto01,1952,10,26,USA,KS,Wichita
ankenpa01,1989,1,13,USA,TX,Houston
ankieri01,NA,NA,NA,NA,NA,NA
annade01,NA,NA,NA,NA,NA,NA
annisbi01,1923,6,10,USA,ME,Kennebunkport
ansonca01,1922,4,14,USA,IL,Chicago
anthoer01,NA,NA,NA,NA,NA,NA
antoldu01,NA,NA,NA,NA,NA,NA
antoljo01,2002,6,25,USA,PA,Catasauqua
antonbi01,1993,3,4,USA,MN,Fridley
antonjo01,1990,4,18,USA,TN,Memphis
antonjo02,2020,2,28,USA,NY,Rochester
antonma01,NA,NA,NA,NA,NA,NA
antonte01,NA,NA,NA,NA,NA,NA
aokino01,NA,NA,NA,NA,NA,NA
aparilu01,NA,NA,NA,NA,NA,NA
apodabo01,NA,NA,NA,NA,NA,NA
apontlu01,NA,NA,NA,NA,NA,NA
apostsh01,NA,NA,NA,NA,NA,NA
appelma01,NA,NA,NA,NA,NA,NA
appieke01,NA,NA,NA,NA,NA,NA
appleed01,1932,1,27,USA,TX,Arlington
applefr01,1968,4,21,USA,PA,Williamsport
applepe01,1974,1,18,USA,NJ,Trenton
applilu01,1991,1,3,USA,GA,Cumming
aquinar01,NA,NA,NA,NA,NA,NA
aquingr01,NA,NA,NA,NA,NA,NA
aquinja01,NA,NA,NA,NA,NA,NA
aquinlu01,NA,NA,NA,NA,NA,NA
aragoan01,1952,1,24,USA,NY,New York
aragoja01,1988,4,4,USA,FL,Clearwater
arandjo01,NA,NA,NA,NA,NA,NA
aranovi01,NA,NA,NA,NA,NA,NA
araujel01,NA,NA,NA,NA,NA,NA
araujpe01,NA,NA,NA,NA,NA,NA
arauzjo01,NA,NA,NA,NA,NA,NA
archdma01,1954,9,5,USA,MO,St. Louis
archech01,NA,NA,NA,NA,NA,NA
archefr01,1981,10,31,USA,NC,Charlotte
archeji01,1958,3,29,USA,WI,Milwaukee
archeji02,2019,9,9,USA,FL,Tarpon Springs
archige01,2001,9,20,USA,TN,Nashville
arciafr01,NA,NA,NA,NA,NA,NA
arciajo01,2016,7,30,USA,FL,Miami
arciaor01,NA,NA,NA,NA,NA,NA
arciaos01,NA,NA,NA,NA,NA,NA
ardelda01,NA,NA,NA,NA,NA,NA
ardizru01,2015,7,19,USA,CA,San Francisco
ardnejo01,1935,9,15,USA,OH,Cleveland
ardoida01,NA,NA,NA,NA,NA,NA
arellfr01,1918,12,13,USA,CA,San Jose
arenano01,NA,NA,NA,NA,NA,NA
arencjp01,NA,NA,NA,NA,NA,NA
arftha01,2002,12,14,USA,MO,St. Louis
ariasal01,NA,NA,NA,NA,NA,NA
ariasal02,NA,NA,NA,NA,NA,NA
ariasga01,NA,NA,NA,NA,NA,NA
ariasge01,NA,NA,NA,NA,NA,NA
ariasjo01,NA,NA,NA,NA,NA,NA
ariasru01,2018,1,12,USA,FL,Miami
arihako01,NA,NA,NA,NA,NA,NA
arletbu01,1964,5,16,USA,MN,Minneapolis
arlicdo01,NA,NA,NA,NA,NA,NA
arlinst01,2016,8,17,USA,CA,San Diego
armasma01,NA,NA,NA,NA,NA,NA
armasto01,NA,NA,NA,NA,NA,NA
armasto02,NA,NA,NA,NA,NA,NA
armbrch01,1964,10,7,USA,OR,Grants Pass
armbred01,2021,3,17,Bahamas,New Providence,Nassau
armbrha01,1953,12,10,USA,OH,Cincinnati
armbror01,1967,10,2,USA,AL,Mobile
armenro01,NA,NA,NA,NA,NA,NA
armoubi99,1922,12,2,USA,MN,Minneapolis
armstbo01,1917,12,3,USA,TX,Fort Worth
armstge01,1993,7,24,USA,NJ,Orange
armstho01,1926,3,8,USA,NY,Canisteo
armstja01,NA,NA,NA,NA,NA,NA
armstmi01,NA,NA,NA,NA,NA,NA
armstsh01,NA,NA,NA,NA,NA,NA
arndtha01,1921,3,25,USA,IN,South Bend
arndtla01,2014,1,3,USA,AZ,Tucson
arnolbi01,1899,1,18,USA,NY,Albany
arnolch01,NA,NA,NA,NA,NA,NA
arnolja01,NA,NA,NA,NA,NA,NA
arnolsc01,NA,NA,NA,NA,NA,NA
arnolto01,NA,NA,NA,NA,NA,NA
arnovmo01,1959,7,20,USA,WI,Superior
arnsbbr01,NA,NA,NA,NA,NA,NA
arntzor01,1970,1,28,USA,IA,Cedar Rapids
arochre01,NA,NA,NA,NA,NA,NA
arojo01,NA,NA,NA,NA,NA,NA
arozara01,NA,NA,NA,NA,NA,NA
arraelu01,NA,NA,NA,NA,NA,NA
arredjo01,NA,NA,NA,NA,NA,NA
arrieja01,NA,NA,NA,NA,NA,NA
arrigge01,NA,NA,NA,NA,NA,NA
arrojro01,NA,NA,NA,NA,NA,NA
arroybr01,NA,NA,NA,NA,NA,NA
arroych01,NA,NA,NA,NA,NA,NA
arroyfe01,NA,NA,NA,NA,NA,NA
arroylu01,2016,1,13,P.R.,NA,Ponce
arroyru01,NA,NA,NA,NA,NA,NA
arrueer01,NA,NA,NA,NA,NA,NA
arteahu01,NA,NA,NA,NA,NA,NA
arundha01,1904,3,25,USA,OH,Cleveland
arundtu01,1912,9,5,USA,NY,Romulus
asadora01,NA,NA,NA,NA,NA,NA
asbelji01,1967,7,6,USA,CA,San Mateo
asbjoca01,1970,1,21,USA,PA,Williamsport
ascanjo01,NA,NA,NA,NA,NA,NA
ascheco01,NA,NA,NA,NA,NA,NA
asencmi01,NA,NA,NA,NA,NA,NA
ashburi01,1997,9,9,USA,NY,New York
ashbyaa01,NA,NA,NA,NA,NA,NA
ashbyal01,NA,NA,NA,NA,NA,NA
ashbyan01,NA,NA,NA,NA,NA,NA
ashcrgr01,NA,NA,NA,NA,NA,NA
asheral01,NA,NA,NA,NA,NA,NA
ashfotu01,NA,NA,NA,NA,NA,NA
ashke01,1979,11,15,USA,WV,Clarksburg
ashlebi01,NA,NA,NA,NA,NA,NA
ashlene01,NA,NA,NA,NA,NA,NA
asmusto01,1963,8,21,USA,IL,Arlington Heights
asprobo01,NA,NA,NA,NA,NA,NA
asproke01,NA,NA,NA,NA,NA,NA
assadja01,NA,NA,NA,NA,NA,NA
asselbr01,NA,NA,NA,NA,NA,NA
assenpa01,NA,NA,NA,NA,NA,NA
astacez01,NA,NA,NA,NA,NA,NA
astacpe01,NA,NA,NA,NA,NA,NA
astinba01,NA,NA,NA,NA,NA,NA
astrojo01,2013,5,3,USA,FL,Boca Raton
astudwi01,NA,NA,NA,NA,NA,NA
asuajca01,NA,NA,NA,NA,NA,NA
atchisc01,NA,NA,NA,NA,NA,NA
atchlju01,NA,NA,NA,NA,NA,NA
atherch01,1935,12,17,Austria,NA,Vienna
atherke01,NA,NA,NA,NA,NA,NA
atilalu01,NA,NA,NA,NA,NA,NA
atkinal01,1952,6,17,USA,MO,McNatt
